Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
969f3bf74eeccd83e4465e287acf9210,"Health & Wellness, Mathematics",Rain Won't Go Away - We'll Have To Stay Inside To Play!,"My students need a bowling set, hopscotch carpet and other stimulating games that will help us get active during rainy day recess.",Texas,urban,77521,Grades PreK-2,"rain wont go away well have to stay inside to play & my students need a bowling set, hopscotch carpet and other stimulating games that will help us get active during rainy day recess. & health & wellness, mathematics & texas"
96c9e68d1a7fea9bde020415fe08170f,"Music, Performing Arts",Hear Ye!  Hear Ye! We Need Instruments to be Heard! (Pt. 3),My students need an alto xylophone and set of upper boomwhackers!,Indiana,urban,46205,Grades 3-5,"hear ye hear ye we need instruments to be heard pt. & my students need an alto xylophone and set of upper boomwhackers & music, performing arts & indiana"
9738fdf28ae608d882def21195fcbadd,"Applied Sciences, Mathematics","""Chase""-ing Creative Interactive Notebooks","My students need different rolls of duct tape, composition books, and pencils to help create creative interactive science notebooks.",Texas,urban,78242,Grades PreK-2,"chaseing creative interactive notebooks & my students need different rolls of duct tape, composition books, and pencils to help create creative interactive science notebooks. & applied sciences, mathematics & texas"
98336baec192a3341bba62dddd054210,"Literacy, Mathematics",Financial Literacy And Technology At Work!,"My students need an iPad, a protective case, coins and a set of books to help them with their 21st Century technology skills and also to improve their Financial Literacy.",North Carolina,suburban,28704,Grades PreK-2,"financial literacy and technology at work & my students need an ipad, a protective case, coins and a set of books to help them with their 21st century technology skills and also to improve their financial literacy. & literacy, mathematics & north carolina"
986992ad0f99fe3767395c3fefa964fd,Literacy,Anchors Away,"My students need chart paper to create instructional posters around the room, markers, and a cart to hold the supplies in.",North Carolina,urban,28208,Grades 3-5,"anchors away & my students need chart paper to create instructional posters around the room, markers, and a cart to hold the supplies in. & literacy & north carolina"
98d1ae7d7f37abbaef7279951aedb0ac,"Music, Performing Arts",Groovin' On The BASS!,My students need a bass xylophone!,Indiana,urban,46220,Grades 3-5,"groovin on the bass & my students need a bass xylophone & music, performing arts & indiana"
98e92ec40e2c1d4b2972127614866b22,"Early Development, Gym & Fitness",TKs Learn to Balance on the Beam!,My students need a balance beam and a cart to keep out side equipment organized.,California,suburban,92026,Grades PreK-2,"tks learn to balance on the beam & my students need a balance beam and a cart to keep out side equipment organized. & early development, gym & fitness & california"
99fba590656ccceb8b35a18da676f495,"Literacy, Music",Our Minds Need More Music!,My students need 2 Bento storage boxes with lids and three music CDs to help with concentration and focus.,North Carolina,suburban,28704,Grades PreK-2,"our minds need more music & my students need bento storage boxes with lids and three music cds to help with concentration and focus. & literacy, music & north carolina"
9aa96767d4e455d5bcb4cd2b3e398ef5,"Character Education, Mathematics",Multicultural Multicolored Multiuse Materials,"My students need a book about diversity, skin toned crayons and papers, and a multi-colored carpet to appreciate diversity and add color to our classroom!",California,suburban,90250,Grades PreK-2,"multicultural multicolored multiuse materials & my students need a book about diversity, skin toned crayons and papers, and a multicolored carpet to appreciate diversity and add color to our classroom & character education, mathematics & california"
9c1bf9dc15e34d5a72f7af6265586a39,"Environmental Science, Mathematics",Laptop for ESL,My students need a laptop to help them quickly find visuals and information that they are learning to help with all their subjects at school.,North Carolina,suburban,27263,Grades 3-5,"laptop for esl & my students need a laptop to help them quickly find visuals and information that they are learning to help with all their subjects at school. & environmental science, mathematics & north carolina"
a03d944af9c04a470792aeff4b3b245c,"Music, Performing Arts",Hear Ye!  Hear Ye! We Need Instruments to be Heard! (Pt. 2),My students need a new alto Orff xylophone and set of low boomwhackers!,Indiana,urban,46205,Grades 3-5,"hear ye hear ye we need instruments to be heard pt. & my students need a new alto orff xylophone and set of low boomwhackers & music, performing arts & indiana"
a2f23eef2e8b6ef1198e33c12bcdaf05,"Environmental Science, Health & Life Science",Getting Our Hands Dirty For Science,"My students need hands on materials for science, like a rock cycle kit and an owl pellet kit. They also need a Samsung Tablet for science research.",California,suburban,92562,Grades 3-5,"getting our hands dirty for science & my students need hands on materials for science, like a rock cycle kit and an owl pellet kit. they also need a samsung tablet for science research. & environmental science, health & life science & california"
a312a129579bf0ca8244c6cacee03baa,"Music, Performing Arts",Orff We Go!,"My students need 6 alto xylophones, 3 soprano xylophones and extra mallets.",Indiana,urban,46254,Grades 3-5,"orff we go & my students need alto xylophones, soprano xylophones and extra mallets. & music, performing arts & indiana"
a3b3c9fe27400df7bcab83bcfec2bb67,"Music, Performing Arts",Dream a Little Dream,"My students need books with songs and dances, instrument tubing, a poster, and a rolling instrument cart!",Indiana,urban,46220,Grades 3-5,"dream a little dream & my students need books with songs and dances, instrument tubing, a poster, and a rolling instrument cart & music, performing arts & indiana"
a73a35f1bf403b42dae7f36b00e3159b,Special Needs,Help Us Focus!!,My students need 3 Hokki stools to have the ability to move while they work in order to maintain focus! ,California,suburban,92029,Grades 3-5,help us focus & my students need hokki stools to have the ability to move while they work in order to maintain focus & special needs & california
a7d580391c5ba2dfd899ac83dbddf636,"Gym & Fitness, Team Sports",Help Our Team Work - Sports Matter,My students need GenMove Multigoal sets and OgoDisk Sets for volleyball skill-building and team training.,Michigan,suburban,48386,Grades 3-5,"help our team work sports matter & my students need genmove multigoal sets and ogodisk sets for volleyball skillbuilding and team training. & gym & fitness, team sports & michigan"
ab08a063e7e22acbdae473a3507a5d4b,"Music, Performing Arts",Violins Run the World! 2,"My students need a Violin outfit that comes with a case, bow and strings.",Georgia,urban,30327,Grades 9-12,"violins run the world & my students need a violin outfit that comes with a case, bow and strings. & music, performing arts & georgia"
ab6fe1021df4d1c9e918a2db5ae7acd6,"Health & Life Science, Social Sciences",Diversity Play In K ,"My students need a diverse collection of multicultural figures including people with diverse abilities, vehicles, animals, and block collections to explore diversity.",California,urban,93313,Grades PreK-2,"diversity play in & my students need a diverse collection of multicultural figures including people with diverse abilities, vehicles, animals, and block collections to explore diversity. & health & life science, social sciences & california"
ae251a944ee1c28640b803d412aff687,"Literature & Writing, Special Needs","Help! Frankly, We Need Franklin Spelling Correctors!",My students need 15 Franklin Spelling Correctors. ,California,urban,95926,Grades 9-12,"help frankly, we need franklin spelling correctors & my students need 15 franklin spelling correctors. & literature & writing, special needs & california"
b089b56e4992f2329ce4f01abb33cb28,Literature & Writing,Happy Birthday Dr. Seuss!,"My students need 21 copies of The Cat in the Hat, Dr. Seuss hats, Dr. Seuss memo pads, and Dr. Seuss accents for the classroom. ",North Carolina,suburban,28704,Grades PreK-2,"happy birthday dr. seuss & my students need 21 copies of the cat in the hat, dr. seuss hats, dr. seuss memo pads, and dr. seuss accents for the classroom. & literature & writing & north carolina"
